mtime,AD,AE,AK,BD,BG,BI,BL,CF,DH,DV,E,EL,EM,EU,EV,GL,GW,GY,IJ,IO,IQ,IT,IU,JT,JW,KZ,L,LO,LW,OT,PS,PW,QW,SW,W
2021-11-05T02:05,8787,7118,5717,5439,8939,4480,9541,11124,7583,6796,7157,8121,6432,7038,7064,7540,10160,5252,6486,6707,7503,8474,9097,6999,7621,7105,8319,8313,6272,7625,8228,7580,7311,9794,8086
2021-11-05T02:10,8603,6548,6488,7379,8332,3889,7255,10672,9066,7595,6411,9862,7459,5102,6730,7493,9102,6235,7680,6867,9772,6135,8211,5679,5787,0,7934,11416,5032,7873,9006,8455,7804,7799,8560
2021-11-05T02:15,8132,5446,7055,6418,11031,6393,8164,11956,7521,7212,7841,6046,7505,6662,8298,5536,7680,6091,7744,8525,6339,7483,6310,7200,6844,8210,9157,9484,6921,7784,8929,7323,7472,9494,9702
2021-11-05T02:20,9212,5481,6012,7762,8187,5704,9114,11034,8551,7623,7807,5578,8748,5874,6597,8884,9807,5457,6984,8897,7478,6647,7129,6059,0,8104,7677,7276,7207,7493,7157,6902,6965,8647,8235
2021-11-05T02:25,9289,6921,5381,8011,8816,4678,8930,10246,9278,7562,8379,5567,8328,8046,8249,7416,9741,6663,6943,6710,8217,7183,7570,5942,7347,9132,7892,9128,6492,8640,7381,7953,8039,8440,8532
2021-11-05T02:30,8976,6162,4376,8598,7204,3973,7825,10048,6365,8690,6387,7234,6374,4612,7385,7656,9425,7352,6910,7250,7135,5907,7825,6111,6312,8156,8962,8091,5965,6704,7377,6653,8315,9371,8400
2021-11-05T02:35,8924,5699,9223,8681,8675,6618,10281,7284,8328,7106,7752,8131,6841,6335,8690,8144,8927,5428,6707,8990,7562,5425,8148,6884,6915,8626,8725,8891,5079,7646,8179,8127,7215,7954,8618
2021-11-05T02:40,8855,5701,6361,7051,8011,6268,9103,10589,7108,8090,9131,7224,6197,5555,6958,7564,8711,4926,6422,8948,6626,7271,9083,5293,7586,9021,10075,8672,5770,7440,6006,5780,7411,7193,8657
2021-11-05T02:45,5185,6560,5968,6109,10293,5144,9340,8444,6663,7986,7362,7062,6522,6307,9504,8960,9836,6271,5546,8243,6966,7052,6642,6024,7374,8518,10446,7706,6340,7535,10081,6758,6600,7643,7703
2021-11-05T02:50,7601,6469,5871,6645,8120,7095,9147,9321,8283,8533,7005,8255,7317,6183,8948,7763,9864,4906,6644,8210,7502,7033,6217,6807,7182,9375,8626,10962,7325,7091,6654,6333,8418,8046,8205
2021-11-05T02:55,7344,7274,7861,8295,9124,5592,7016,8814,8464,6600,6565,7379,8021,5968,6267,7354,8521,6807,6370,7955,8595,6568,7111,6540,8492,7878,8565,8139,5593,8314,7210,7097,5993,9779,9228
2021-11-05T03:00,6345,4850,6177,6559,0,4853,7951,9124,6446,8491,6044,8854,6865,5486,7111,6802,8459,5826,6445,9204,6647,5828,5190,7369,8100,7897,8693,10452,7728,6759,7205,5757,8113,7842,9343
2021-11-05T03:05,7344,6595,6727,8602,8769,6670,8167,7034,7589,7361,6776,9100,8319,5651,7451,7218,8532,5845,7341,7935,6754,6090,6219,6651,7515,8830,9415,11149,6391,6055,5200,8673,6000,8301,7782
2021-11-05T03:10,8792,5399,7855,6892,9266,4958,10239,10374,7101,7811,7937,6575,6285,4896,8026,5665,8093,5877,6232,7653,5688,6996,6696,7025,7260,8155,7847,9331,7314,8567,7216,6836,7433,8086,7806
2021-11-05T03:15,10165,6054,7943,6623,8667,4933,6809,11125,7957,8243,7738,7338,5652,6676,7866,8519,7363,6267,7551,7567,9748,6387,7352,6564,5961,6633,7393,8825,7001,9591,8629,8639,7614,9288,7861
2021-11-05T03:20,9145,7246,6759,7284,9138,4769,7902,9255,7877,8080,8039,7477,6876,5310,7426,7436,8909,6283,5834,7921,7168,7737,6919,7045,9154,9382,8002,8815,5362,7093,7632,6936,6991,7286,8591
2021-11-05T03:25,8829,8556,5592,6613,8462,4636,8709,9369,6740,7483,6551,6693,7890,6856,9434,8054,10695,6771,8223,8080,7204,6660,7258,6254,6889,7301,8356,5709,6079,7145,6271,6861,7201,9661,9705
2021-11-05T03:30,8042,6202,5092,6437,7413,6163,8979,10641,7739,6463,8015,9910,8045,6147,8713,6931,10456,4911,7416,9049,7968,6192,5333,6229,6895,7358,7168,7163,7943,6876,7614,6393,9082,9335,8544
2021-11-05T03:35,7454,6141,6296,8111,8667,6119,9455,10211,7643,7366,7593,8476,5130,6603,8971,8780,8724,5990,6607,8506,6405,8312,6215,6461,6321,10351,7661,7666,6190,6830,9257,8052,6860,10498,9182
2021-11-05T03:40,7522,6135,6409,5926,7878,6052,5731,9957,9390,6765,7477,6189,8226,5256,8312,7721,7203,7099,6857,8009,7178,7630,4758,6794,8006,7752,10514,8574,6752,8082,8217,6181,9358,11574,10147
2021-11-05T03:45,7562,6615,7137,7989,6530,5103,9341,10513,8051,5498,6911,7488,9063,6142,7490,6869,0,5194,5760,7982,8036,7883,8218,6216,5358,9586,8880,6878,7406,7288,7197,7174,8278,9196,8508
2021-11-05T03:50,8434,4728,5216,6553,8411,4510,7761,9880,8082,8041,7893,8534,9019,6689,8104,7126,9079,5870,8760,7305,6582,6420,7407,6691,6473,8597,6536,8639,8111,8476,8328,6822,7210,10104,8102
2021-11-05T03:55,6755,7686,6414,7505,8514,4697,7687,8990,7291,8101,6199,8787,7131,6869,6644,7440,9871,6594,9417,7074,7050,7984,6941,5627,6469,9384,10730,9601,6918,6799,6908,5989,7617,7494,7786
2021-11-05T04:00,8394,7179,6599,8130,7283,4413,9029,10389,6034,7614,7130,7938,7964,6398,7272,8510,9199,5129,7602,7837,8326,7675,8674,5802,6235,9183,8102,9463,7526,7526,8723,8580,8718,10044,6886
2021-11-05T04:05,8758,6055,5522,5732,7629,5955,9533,10345,7760,6809,8526,7852,7586,5305,8082,6768,8766,4810,8852,8955,7347,5741,6933,6201,7954,7837,10802,7693,8179,6332,7622,7999,5340,8097,7426
2021-11-05T04:10,8149,7461,6011,6838,10533,4787,8737,10899,7225,8244,7175,5681,6822,6140,9287,6536,10210,5428,7833,9119,7871,7548,7050,5068,8228,8422,7144,9205,5089,6713,8117,7630,7595,9153,8926
2021-11-05T04:15,8373,7501,7123,6780,7693,4883,8176,8147,7222,7196,6372,7746,7685,5202,6930,8062,8833,7086,8540,7555,8355,7411,5650,6392,8008,7452,10329,9811,6715,6708,8837,9565,7555,8131,7581
2021-11-05T04:20,7784,6229,5709,7398,9119,7040,8641,8831,7664,7196,8887,6835,7797,4510,7998,6467,10583,5586,7991,7010,7453,7831,7348,5790,8016,6462,10305,7637,6488,8561,7806,7991,7179,9119,8597
2021-11-05T04:25,9297,8523,6543,6183,7839,6261,7939,9992,7285,8332,7076,6941,7069,4882,8509,7322,9891,4742,8597,8538,7557,7138,6085,7145,6819,7311,7434,8248,8021,5692,8485,6371,8260,9096,9543
2021-11-05T04:30,8076,5873,7330,7053,8282,5977,8823,10011,7615,8868,7285,8633,7037,5957,9038,7838,7538,6365,7740,0,6873,6742,8640,4666,6445,9777,8290,9726,7204,6281,9135,5619,9340,7510,9661
2021-11-05T04:35,7799,6087,5625,6727,9143,5364,8642,9188,6888,8350,7382,7196,7548,6301,8266,7620,10038,7163,7244,8273,9002,6420,6159,7105,8587,8291,8188,7930,6185,6272,8730,6252,7374,7896,9120
2021-11-05T04:40,7474,6220,6326,7052,8483,5418,8321,11843,8944,7436,6288,8396,7607,5662,8586,8401,8683,4797,7223,6985,0,6403,7291,7178,7967,7203,10520,9867,7243,5170,9549,6156,6865,8826,8785
2021-11-05T04:45,7933,6795,6449,7001,8275,5282,9134,9895,9299,8014,7979,6480,8241,4702,6981,7671,8835,5959,7744,7230,5423,7334,7155,7419,7272,8758,7211,8683,7150,6150,7948,7617,7519,7684,8401
2021-11-05T04:50,7758,7638,6461,6331,8750,5689,8150,9282,7914,6316,6981,8395,7413,6888,9039,8898,0,6235,7576,7131,6025,8355,7718,7245,7871,7534,9126,9564,4816,7278,8273,6610,7341,7761,8901
2021-11-05T04:55,7311,7507,7170,7848,9151,5087,9268,8228,3971,7139,5512,8149,7090,4368,6816,8884,9174,5847,7919,7993,7309,6341,7652,6306,7089,6335,9515,6981,7880,6845,7745,7274,8208,8311,7745
2021-11-05T05:00,7795,6358,6269,7992,8209,5713,7313,9612,8743,6071,9067,6428,7715,4340,7480,7531,9855,7441,8337,8377,7733,7303,5167,5341,7308,7635,8452,6722,6374,6663,6941,5950,9351,9633,10323
2021-11-05T05:05,7787,6128,6989,8399,10594,5170,8425,9542,6509,7184,7398,9078,6735,5939,7406,6328,12033,4829,7336,7710,7044,7437,6256,7305,8549,7766,9211,8389,7328,7120,8399,7234,7129,9396,8464
2021-11-05T05:10,8533,6691,6753,6860,8490,6689,8403,7599,7027,7760,0,7294,6391,5767,7686,7172,9837,7225,8954,7445,7994,7397,5866,6125,0,7731,9584,8452,6999,6866,7866,6911,6868,7477,7181
2021-11-05T05:15,6670,6594,7336,7660,8254,4906,9801,10662,7424,7630,8500,6558,6346,5611,8262,5838,8303,5114,9648,6966,5935,7988,7967,5172,6821,8907,8311,9064,6690,4794,8078,6306,8889,7312,8020
2021-11-05T05:20,7864,6760,6907,5750,7319,5535,7093,10898,0,6794,7844,7516,6069,6261,8001,8916,10604,6510,7609,7371,7335,6959,8529,6279,8876,9155,7215,10427,6690,7676,6633,6340,8719,7926,9329
2021-11-05T05:25,7222,6727,7739,8592,9181,5319,9216,8419,8629,8126,7143,6571,7314,6319,8112,7800,7259,6224,7484,7524,7242,6852,7331,7386,7239,8714,8951,5753,6637,6381,7992,7295,8470,7920,7339
2021-11-05T05:30,8138,4946,6789,6117,9188,5736,7570,9711,7930,8214,7542,9186,7366,4828,7108,7357,9164,5703,6535,8854,7943,8634,7454,6957,6861,8678,7830,7848,7947,9621,7830,6782,6596,8815,8296
2021-11-05T05:35,8435,6094,6593,6329,7904,5469,8156,9855,7159,5912,7202,6072,8786,5223,7972,7381,8379,4922,5601,8592,7674,7297,7033,6841,6965,9514,10624,9943,6587,7388,7760,7873,6741,8284,10272
2021-11-05T05:40,6893,7256,6342,8683,10169,6739,7987,10339,7500,6684,6174,6480,8703,5709,6350,7874,9354,5613,7943,7607,7898,8434,7761,6845,6906,8134,8422,11845,6781,8512,8355,7484,7665,8857,7130
2021-11-05T05:45,8506,5544,7700,7495,8506,5901,8975,8941,8044,7417,7304,7997,7860,5033,8675,8354,8620,5674,6863,7588,7470,6557,6832,6943,6966,9431,9460,9590,7151,8590,8656,7973,9009,9830,8149
2021-11-05T05:50,8509,8916,5596,6291,8682,5285,7102,10956,5906,7800,8305,8055,7798,4896,7819,7506,9798,6154,7206,8778,6263,6987,6745,6743,6127,6803,8553,8907,7780,6548,6061,7704,7936,8264,7198
2021-11-05T05:55,9083,7177,5793,5763,8673,5726,9358,10647,6733,9455,8501,8302,6405,7128,8101,7024,8666,5910,7652,7917,8084,7609,6790,6675,6493,7908,8461,10707,0,9170,7295,6132,6637,7050,7167
2021-11-05T06:00,8952,6438,6527,8132,9766,5419,8226,9695,8870,6632,8147,8982,5172,6611,6987,5803,8242,5399,8841,7408,8581,7876,8387,4956,5182,8469,8435,9392,6744,6747,6969,7977,7728,9206,9209
2021-11-05T06:05,7773,4951,5262,7185,8984,5602,8024,10115,7749,7129,6287,6992,9144,6465,8912,5414,8884,5442,7486,9242,7936,5917,8609,5969,9089,9185,8452,9686,7027,7180,8249,7357,9101,7612,9262
2021-11-05T06:10,10414,6254,6966,8506,7537,5107,6703,9716,8194,9994,8907,6512,7943,7056,8349,6900,9620,3992,8865,8378,6964,5533,6584,5946,7795,8868,8501,8388,8519,7632,8597,5458,5727,6729,7774
2021-11-05T06:15,8086,7258,6554,6268,7628,6818,10275,8415,7950,5920,7463,7332,6446,6921,8263,6083,8149,4709,8527,8417,9583,6254,7733,5758,8820,8467,8069,9513,8408,5814,8568,7391,8394,7155,8211
2021-11-05T06:20,8784,7827,4520,6931,9737,5031,9102,10626,6984,6942,9125,7946,6359,5484,6494,8454,8090,4836,5651,7856,8510,6242,5693,6374,8014,8736,8609,9559,6722,7091,6685,7858,5269,6284,10628
2021-11-05T06:25,7650,8757,6484,6193,7626,4730,8571,9197,8735,6773,9030,7962,8328,6170,7586,7999,9223,6213,7608,8149,6532,6608,7707,6834,6818,8369,8661,8090,6531,7097,7852,5776,6984,8651,9070
2021-11-05T06:30,9069,7401,6078,6683,8284,5672,9303,12635,5711,5275,8778,8301,7481,7315,8506,9001,8620,6294,7331,6511,7985,6965,5856,6666,7962,8879,7280,8676,7600,8092,8085,6178,6572,9683,9563
2021-11-05T06:35,8162,7087,6119,8819,6631,6006,7529,10032,8255,7975,9226,8914,8153,6959,8444,6410,9524,5245,6509,8556,6805,5371,7965,8011,5985,7712,8818,9424,5419,5076,8230,6931,7937,10302,9680
2021-11-05T06:40,7777,5339,6569,7610,8560,6442,9782,9975,6947,7216,9524,8918,8423,7112,8139,6930,11777,6455,7825,9962,6403,8313,6640,7249,8199,8557,8967,9399,7150,8957,8400,6253,8113,9258,8440
2021-11-05T06:45,7316,6623,6860,6141,8364,6354,8187,9860,7488,7443,8099,8385,7548,6630,6631,7537,10741,5515,6259,8386,6243,7132,7912,8144,7436,7825,8902,8226,6862,7854,7745,6344,6735,9475,7656
2021-11-05T06:50,8375,5526,6882,7289,8805,5519,8420,10175,8896,6851,5836,6916,8244,5407,6008,5960,9289,5417,7419,6898,8361,6107,6013,6973,7245,8138,8731,8274,6461,7587,7732,7502,6828,8465,7546
2021-11-05T06:55,7922,5677,5736,5800,7854,6595,5956,8934,8130,8242,7539,7656,8211,6449,7015,7292,7335,7196,7239,8189,6313,7230,6846,6300,7487,7293,9183,8313,8169,6516,7871,6499,7623,8987,8519
2021-11-05T07:00,7322,6170,6359,5842,8309,7268,8049,11409,7471,6718,7550,8168,7312,6167,7262,8188,8665,5657,7394,9010,7595,6634,6410,0,6981,8403,8029,9730,8013,8103,7545,6617,7853,6911,7425
2021-11-05T07:05,7385,8145,6882,6438,8900,4905,8923,9491,9258,8167,7744,7187,7638,6126,6711,6653,10417,5797,8914,8575,9159,7418,8144,5268,5734,6967,8899,7909,6905,6176,6892,7545,7038,8167,9117
2021-11-05T07:10,8266,6153,6683,7735,6292,6437,9450,8309,6491,5946,8694,5847,5636,6369,6501,0,9515,4928,6814,10421,7431,5146,5839,5074,6109,9049,6864,7721,6084,6262,8003,6749,6600,8592,8696
2021-11-05T07:15,6016,5973,7043,7463,8682,4516,8131,11022,6719,9140,7859,8676,6698,6908,7740,7746,9675,5956,7762,8620,0,6575,5866,5906,6703,8588,6638,8393,7786,6148,7502,7462,7644,9967,10062
2021-11-05T07:20,8032,5614,7135,7091,8444,5248,6991,9351,6768,6080,7011,7978,6414,6954,6126,7591,6843,4747,9454,6521,6379,6400,7589,7594,5285,6514,10003,8714,6511,7807,9280,7686,8771,8786,8783
2021-11-05T07:25,8268,6998,6141,7936,7388,5370,7857,11934,8844,7457,6065,8236,6751,5569,7590,7799,8322,6250,9558,8170,7227,6241,6061,6167,5884,8301,8749,9003,7123,7343,6976,9583,7917,7346,8289
2021-11-05T07:30,9173,7199,4904,7031,6856,5215,8592,8957,9170,6113,7627,8407,7800,6628,8162,6786,9273,5143,7657,8397,5633,7971,6929,5101,5836,9362,6635,9126,7555,9049,8685,5626,6689,9067,9380
2021-11-05T07:35,9555,7435,6353,7332,9513,5267,7587,9840,8914,6130,8654,6899,8350,4319,8979,7853,8399,5167,8237,7275,8517,7052,7037,6314,7764,9067,6231,8024,7496,7396,7905,7199,6583,7836,9806
2021-11-05T07:40,9201,6889,5972,6973,8197,6354,9152,9993,8796,7832,8083,9227,5672,0,8052,7964,8896,7922,8169,9782,8014,6873,8269,5925,6683,7606,8857,9404,6411,7679,6942,6793,6726,8072,6763
2021-11-05T07:45,8501,6665,6693,6264,9432,8540,7239,8360,7763,7060,7909,8032,7574,6582,7418,8329,9241,5044,9157,8758,8151,6791,6645,6584,7922,8354,8725,9146,5653,5848,7596,7084,6839,8969,9494
2021-11-05T07:50,9282,7574,6276,7044,8487,5314,8087,8986,8717,7210,6913,7982,8124,5415,10487,7727,8423,5155,8045,8748,7517,7339,6379,7259,5925,5391,7272,9609,7441,4396,9336,8776,8543,10224,7099
2021-11-05T07:55,8323,6532,7193,6906,7570,5203,6654,10312,7880,6840,7915,7814,4974,6654,8341,7861,9666,6138,8803,8061,6321,7941,8175,4167,6834,6756,8293,7911,5634,6305,8412,6538,5283,0,7558
2021-11-05T08:00,9014,5214,5236,6112,7903,4627,10518,6685,9637,5941,7981,7059,8267,5768,7520,5412,9655,6404,8040,8826,7392,6161,7688,6442,6451,9487,8979,9552,6562,6479,6579,7695,7616,10053,6653
2021-11-05T08:05,9883,7095,6920,7343,8326,7113,10037,8420,7794,7887,7436,8977,7355,7208,8340,7772,9674,6983,7676,8474,7822,5941,6814,7586,7054,6627,8143,7529,6883,7228,8100,6739,7604,8264,9921
2021-11-05T08:10,8499,7763,6933,7699,9952,5979,9577,9712,7671,8941,8130,10400,7230,6448,7878,5650,9068,6575,9382,8399,4922,8060,6294,6558,8669,8155,9262,7240,8165,7210,8583,6311,8487,11263,7978
2021-11-05T08:15,8741,0,5156,5741,8289,5442,7509,9600,6922,6948,6323,7459,6458,7498,9111,7645,9901,6661,5564,8124,8307,6150,7477,6014,9207,9260,8633,7852,7372,7526,7414,6848,8331,7305,6932
2021-11-05T08:20,8123,4779,5975,7904,9158,4738,7771,10444,7685,6932,9188,8067,7340,6416,6137,7828,8499,3943,8628,7615,6420,8944,6406,6907,6846,7748,9339,8029,7544,7791,7574,7292,7594,7789,8184
2021-11-05T08:25,8071,6605,5564,5300,8133,6158,8933,8921,6029,7960,8201,6912,7932,6286,6690,8951,8778,5897,6756,8910,8351,5887,5065,5947,6318,9238,8798,7725,6013,7525,8642,6628,7067,7722,7032
2021-11-05T08:30,8691,6251,0,6736,7579,5599,7261,9534,6427,10117,8370,7888,8003,6326,7565,7879,7762,6574,6011,10526,7540,5432,7216,6248,7981,7019,7827,9315,4542,6451,5714,7931,6428,8672,9953
2021-11-05T08:35,8444,6752,4460,7380,9102,4073,10314,9623,7114,7072,8954,8755,8852,5184,8299,8744,8248,5546,8938,8591,6923,8373,8527,6932,6726,10314,8765,11089,7511,6465,7728,5969,6681,8918,7180
2021-11-05T08:40,8031,6689,6591,6497,7804,4861,7336,9597,8998,7971,5638,6342,7664,6053,7626,7935,8837,7227,7454,9755,8393,8572,8570,7809,7126,7286,8211,8103,7139,7098,5887,6048,0,9144,7218
2021-11-05T08:45,7482,6292,5796,7267,9734,4754,9785,9531,7352,7417,6134,7294,9090,6681,8065,7969,7478,3910,7070,5677,9661,8259,8312,8235,8917,8972,10383,9034,6643,7992,8054,7416,7243,9160,7129
2021-11-05T08:50,7370,6379,6869,5724,8232,5427,8306,9612,9311,7444,7214,8077,10050,5896,7404,6932,8749,5010,7270,6149,8159,6969,5613,6003,8638,7915,8997,6302,6545,7825,7467,6598,0,8354,8926
2021-11-05T08:55,9216,4911,7058,7563,7786,5549,6977,10773,9214,6665,8189,6786,6225,5559,7200,8308,10713,7044,8767,8697,7772,6657,6144,6820,6644,8175,7073,7655,8160,7254,8943,6506,6196,7760,6999
2021-11-05T09:00,6964,5532,7466,8167,8585,5711,8047,8149,8045,8169,6306,7491,6735,6774,8971,6161,9769,6318,6854,7721,6872,8086,7805,7954,5898,7933,8676,9968,6970,6183,7901,6623,8277,7809,9699
2021-11-05T09:05,9377,7184,6110,8284,6795,4905,7159,7239,7867,8128,9161,7982,7264,4402,6676,6859,8859,4609,8231,7465,7660,6055,7023,8396,9302,8310,8492,9186,8980,7866,9243,6704,7326,7321,8339
2021-11-05T09:10,7412,5779,6963,6905,7785,5660,6933,9243,7690,8779,7887,7877,5679,5471,7955,6452,9910,5427,8359,9065,7156,5384,7129,6014,6538,7547,9912,9064,7869,8364,7954,6208,8233,8046,8851
2021-11-05T09:15,8979,6521,6679,8026,6958,5004,7993,9826,6916,8583,7404,6493,7057,4605,6925,7690,8605,6297,9149,7475,6459,6974,7300,4960,5543,0,9747,8762,5710,6546,9153,8113,6651,9285,7612
2021-11-05T09:20,7112,5596,5792,5175,7489,5516,7154,9404,9107,5912,6741,6681,7212,5890,8907,0,10246,4578,6753,8410,7027,8697,6259,6926,7553,10246,0,8159,7329,6992,7705,6864,8062,0,8180
2021-11-05T09:25,7959,7159,6876,7208,9373,5648,7910,8381,8080,6730,8135,9525,7773,5694,8595,8202,10551,6135,7945,8300,7195,7418,7539,5680,8027,7952,8551,8307,0,7106,8936,5741,9527,8670,8801
2021-11-05T09:30,8378,5848,5557,9322,7762,5464,8733,8199,6820,8024,8095,7086,8457,7173,6523,7370,9119,6706,8356,8456,7390,6607,6385,5943,6852,9627,8665,8651,7553,8023,7885,6145,8189,7848,8285
2021-11-05T09:35,8560,6627,6373,7358,8631,4951,7225,10368,7108,6768,8248,8759,6301,7485,6867,6659,9395,8491,6112,6644,7162,6905,8519,6747,7544,8603,8035,8078,7282,8719,7862,7188,7076,8711,10569
2021-11-05T09:40,7634,5925,7284,8471,8715,4804,9603,8858,8034,7723,0,8553,7067,6223,6429,8711,9496,4653,8039,8188,6680,8112,9215,5902,8990,8526,7924,9050,5535,6244,7376,0,6939,6852,8479
2021-11-05T09:45,8915,5339,6669,7049,8528,5018,8659,8715,7348,6560,5802,8438,6422,4456,8077,0,8445,6678,6843,9694,6748,6667,7120,6530,6025,7123,7038,7910,6346,5923,8187,5448,9910,8226,9612
2021-11-05T09:50,7811,6724,5548,8576,7960,6651,7460,11055,10314,7394,8948,8604,6244,5165,7825,6833,7896,5346,7645,7542,7197,7884,6150,6630,8715,9404,9546,10132,5907,7780,6466,7040,7604,9486,9079
2021-11-05T09:55,7973,7035,7411,7355,6028,4904,9509,12049,9273,7299,8273,5880,7556,7622,8201,7888,9787,6038,8341,6764,7530,6764,6418,5684,7703,8082,8378,6587,8022,8215,7448,6555,7575,9784,8711
2021-11-05T10:00,7323,4243,7350,6623,9183,6230,6642,9598,7038,7911,6684,7674,7881,6345,7171,8627,9407,5479,6321,6696,6108,6861,9000,7001,7097,6692,7580,10114,8598,5791,7321,7337,8067,7777,9234
2021-11-05T10:05,8444,6799,6942,6754,7458,6780,7511,11148,6866,7634,7861,7372,7333,6336,7809,6615,6912,5619,6631,6835,6763,8831,7667,6491,7045,8491,9021,9399,6596,7819,6749,7896,8631,8900,6521
2021-11-05T10:10,8071,6316,8130,7139,6285,5707,10838,10348,7391,7458,6779,7178,7351,5959,7073,5394,8280,6350,8247,8040,8307,7378,6878,6299,7022,9548,9388,7470,5205,7719,8673,7797,6644,8045,7554
2021-11-05T10:15,8842,6760,7181,7589,7510,5474,8725,8815,8160,6751,7424,7984,6248,6676,7750,9144,10025,5442,7309,8487,7038,7016,7311,8088,6472,6869,8090,7648,5797,7992,9062,5631,8237,8934,6213
2021-11-05T10:20,7560,5959,6236,7476,8240,5747,10103,8582,10251,7599,7403,7951,6361,6219,7819,4985,8545,6286,8027,7805,6779,7480,6218,4842,7200,6910,8545,0,5698,7151,7080,7374,7473,9279,6191
2021-11-05T10:25,9050,5897,6423,8084,9047,5820,7173,9772,6316,7584,5981,8885,6572,5950,7293,7284,11133,5942,6859,9059,8203,7731,6908,6261,6962,7812,9456,10214,5448,6616,7117,6001,8153,8790,8992
2021-11-05T10:30,9502,6487,6295,5487,7658,5855,8904,10862,8194,6432,7453,8586,7068,5377,7092,9275,8172,5552,8110,8274,7308,7105,6856,6470,7948,7416,9503,9084,7388,6522,8427,8264,7587,9030,8733
2021-11-05T10:35,7820,6949,6410,7072,8570,8215,7397,10707,8381,7658,7063,8909,6820,6812,7215,7545,8488,6030,7604,9368,8075,8442,6495,5709,9180,8631,7801,9103,5819,7630,8598,7724,9811,7789,8936
2021-11-05T10:40,7206,7107,4905,6986,8581,5553,9175,11297,7749,8935,6225,6479,8000,5039,7080,7798,8935,6425,9430,7797,7079,6629,5614,7447,7482,8682,9366,8786,6006,7444,8025,6915,6606,7468,11953
2021-11-05T10:45,10172,7317,6071,6507,10165,6028,8864,10698,6374,7207,7694,9052,7755,6751,7208,7528,9437,5951,8004,6102,7748,6873,7848,7466,6773,8272,8660,8345,6280,9297,8379,8217,8963,6804,7039
2021-11-05T10:50,8342,6448,5098,8690,6347,6761,8867,9868,6526,7722,7918,8932,6228,5513,7611,8394,9439,4836,9733,8262,7970,6261,6397,6159,7365,7024,7445,8525,8069,6919,9342,6938,6916,10253,7470
2021-11-05T10:55,7378,4792,5863,6869,10426,5735,6507,9106,6489,6248,5678,4217,7652,5511,5673,7852,8792,5971,8116,7704,6479,7178,5898,6968,7325,8163,9059,8429,5102,7143,7797,7210,5186,10207,7862
2021-11-05T11:00,8771,6005,6862,8565,8360,5562,9077,0,7808,5690,5867,0,7071,7390,7035,7466,8073,6034,8811,8348,6636,8535,6846,6888,9603,9509,10040,9938,6569,7823,7224,7404,8655,7226,9987
2021-11-05T11:05,8751,7173,7711,7873,8008,0,9381,10559,6345,7744,7358,7960,7639,6530,7328,7603,9524,5938,7916,9608,5213,6119,8062,6292,6865,11118,7036,7774,6017,8273,5726,7195,8174,9526,8185
2021-11-05T11:10,7583,9050,6233,7469,10416,4366,8759,9468,7672,6724,8747,6865,8246,7196,6287,6496,7550,7867,7428,7849,7055,5946,7213,6450,6932,7903,8057,8567,7536,7597,8046,7867,7414,8934,9320
2021-11-05T11:15,8074,6075,5979,7309,7738,6852,10250,9040,6774,6261,9588,6496,8315,5282,8229,8313,7511,5116,8749,8274,7932,8185,6701,7453,6745,6995,9040,8151,7374,7681,8527,8887,7698,9241,9379
2021-11-05T11:20,9325,5827,5952,7518,7527,6427,8485,10581,8134,6710,8360,9119,5307,5940,8942,7448,12212,5350,7430,7183,7701,6812,6419,6115,6080,8161,7743,8475,6905,8627,7789,7455,7609,7279,9328
2021-11-05T11:25,6833,7873,6036,6152,8344,6620,8440,8731,8040,7224,8252,8220,7344,5175,8087,7923,8493,4122,7313,7784,8424,8189,7245,6905,7492,8689,8282,8887,8792,7582,8090,7391,8814,7885,8329
2021-11-05T11:30,8954,6188,5406,8082,7189,4444,7536,8395,7682,6929,6783,7946,7242,5745,7943,8586,7456,5399,7797,6118,7237,5400,6642,6941,7136,7826,7496,5786,7399,7888,6423,6785,7621,8198,7408
2021-11-05T11:35,6960,5579,6517,6302,9484,4438,7874,11198,6926,7050,7869,8948,8275,4912,7706,6452,7971,6419,7615,9234,7369,6555,7483,7301,6842,8415,8290,9733,6831,5820,7403,0,9591,9942,8535
2021-11-05T11:40,8591,6940,4813,6016,8413,5462,8927,10250,8431,8709,7706,6958,6186,6801,8106,8224,10855,6115,7107,8409,6950,6771,6530,5876,8307,10209,9571,10133,6806,6718,8618,9328,10010,9503,7693
2021-11-05T11:45,9063,7292,5841,8487,6778,8441,7574,8572,8721,6840,9257,8151,8091,5468,9309,7789,8868,6314,6671,8191,6331,6052,7697,7947,9070,7336,7962,9004,8518,5870,6505,9044,6070,8854,8860
2021-11-05T11:50,8586,7508,5295,7823,7544,5277,8247,10512,7939,6856,7931,6619,7488,6260,8966,6759,9366,4350,8297,8791,6832,6555,6956,7283,5803,6169,9392,8934,6316,8178,7374,6344,9077,8878,7154
2021-11-05T11:55,8854,6928,6912,7251,8687,5336,6958,10417,9283,8133,6729,6985,5607,5872,8581,9198,10010,5787,8729,7349,7614,5438,8071,6100,6458,9212,8142,9881,6925,6868,6229,7717,7299,8519,9602
2021-11-05T12:00,9030,7241,8020,7205,8794,5969,7406,9298,9647,8776,7853,8721,8205,7692,7178,7528,8951,6497,8167,7755,7467,6847,9092,7290,8160,9192,7739,9285,5436,7989,8573,7616,8780,9955,8945
